Application ID,Do you own or rent?,"If you rent, does your landlord allow pets?",Does your landlord or home insurance place any breed or weight restrictions on the animals you are allowed to have?,Do you have a yard?,Do you have screens in your windows?,Are all the members of your household in agreement about adopting a dog?,Does anyone in the household have pet allergies?,"Do you live in public housing (NYCHA, projects, section 8)?","Are you at least 21 years of age and head of household? If not, you will not be approved to adopt with IOHR.",Why do you want to adopt a dog?,What energy level would work with your lifestyle?,Are your pets up to date on their vaccinations and monthly preventatives (flea/tick and heartworm)?,"Where have your current and previous animals come from? Please list the adoption agency, shelter, or breeder if applicable.",Are your current cats/dogs spayed or neutered and have your past cats/dogs been spayed or neutered?,Have you ever bred an animal,Please provide the name and phone number for your most recent or current veterinarian (even if you don't have the animals anymore). What name are the records listed under? Please note that some vets require your permission to release information to us; please call your vet now and give them permission as this will help expedite the application process!,"On a regular day, how many hours will the dog be left alone?",Where will the dog be kept?,Do you have a contingency plan to pay for unexpected emergency vet bills?,How soon do you want to adopt a pup?,"Have you ever had to give up a pet? If so, why and where did the pet go?",Have you been involved in domestic disturbances in which the police were called in your current living situation?,"If you are adopting with a partner, are you in agreement that the dog will go with one of you should you separate, and not be surrendered back to us or a shelter?","If you are a senior or have serious health conditions, do you have a contingency plan for the dog should you no longer be able to care for it? What is the plan?","Are you willing to work through unexpected hardships with your pet and hire a trainer if need be? i.e. housetraining, separation anxiety, fear, socialization, acclimation to other animals, etc"
https://ps31.petstablished.com/adoption_applications/1119234,Own,I own my home and do not need approval from a landlord,,"Yes, an unfenced yard.",Yes,Yes,No,No,I am 48 years old,We already adopted a dog two years ago and she is thriving with us. We love her and we would like to add another family member ,Active - Short walks and dog park play,My animals are up to date on their vaccinations and receive monthly preventatives,"Lilly- got it from the breeder Jada-adopted from Rescue Dogs rock NYC",Yes all of my animals are spayed/neutered,No,"Flannery animal hospital  (845) 565-7387They are aware that I’m looking into adopting a dog",0 - 4,House ,Yes. Have done it before ,"Right away, hand that dog over!",No,No,N/a,N/a,Yes
https://ps31.petstablished.com/adoption_applications/1115552,Rent,I own a co-op and have received board approval to have a pet ,no pitbulls,I don't have a yard. ,Yes,Yes,no,No,yes,emotional purposes and to extend my family of 3 children,Active - Short walks and dog park play,I do not currently have pets,never adopted,I don't have animals ,no,never adopted,0 - 4,the bed will be in the living room however the pup will have the option of sleeping in the bed or with me.,"yes,i will provide pup with health insurance",I am thinking probably in the next few days,never adopted,no,i am single,,Yes
https://ps31.petstablished.com/adoption_applications/1117643,Rent,"Yes, my landlord allows pets",No,I don't have a yard. ,Yes,Yes,No,No,Yes ,Ive been wanting a dog for a while now and my son has been asking since he is going to be 6 i feel he is at the age to have one also i would love to open up my loving home to a new pet who needs a home,Active - Short walks and dog park play,I do not currently have pets,N/a,I don't have animals ,No ,N/a,0 - 4,In the house free to rome,Yes,"Right away, hand that dog over!",No,No,Yes,Yes the plan will be if something goes wrong with me is to make sure my spouse keeps it,Yes
https://ps31.petstablished.com/adoption_applications/1114936,Own,I own a co-op and have received board approval to have a pet ,No,I don't have a yard. ,Yes,Yes,No,No,Yes,Emotional Support ,"Mellow - Short, daily walks",I do not currently have pets,Private Breeder,Yes all of my animals are spayed/neutered,Yes,None at this time,0 - 4,Confined room,None needed,"Right away, hand that dog over!",No,None ,Yes,Myself or partner,Yes
https://ps31.petstablished.com/adoption_applications/1114297,Rent,"Yes, my landlord allows pets",No ,I don't have a yard. ,Yes,Yes,N/A,No,Yes ,I’ve wanted  dog my entire life. ,Active - Short walks and dog park play,I do not currently have pets,N/A,I don't have animals ,No,N/A,0 - 4,In my apartment.,Yes,"Right away, hand that dog over!",No,No,N/A,N/A,Yes
https://ps31.petstablished.com/adoption_applications/1116843,Own,I own my home and do not need approval from a landlord,No,"Yes, an unfenced yard.",Yes,Yes,,No,Yes,"I love dogs and the companionship they offer.  Being retired, I have the time to spend caring, training, and playing with a dog.  In the past, I have had dogs (a German Shepard when my son was young, and about 20 years ago, a St. Bernard) and look forward to adding another to the family.",Active - Short walks and dog park play,I do not currently have pets,One cat was a rescued stray kitten from the neighborhood; one was adopted directly from a home where the owner could no longer keep the cat.  The St. Bernard was purchased by my son from a pet store.  All of my prior animals were sprayed/neutered.,I don't have animals ,No.,I no longer have the name and phone number of the veterinarian I last used.,0 - 4,"Inside the home.   We  have a house (with unfenced  yard) both in Worcester, MA and on Cape Cod, MA.  In both cases, the dog will be kept inside the home.",Yes.  We have enough money reserves for any situation requiring vet attention.,"Right away, hand that dog over!","As noted above, we unfortunately needed to find a new home for one of our cats after it was discovered a couple of our young grandchildren were allergic to cats.  ",No.,Yes.,"I do not have any serious health conditions, nor does my husband.  If I am unable to care for the dog, my husband will care for it.  If both my husband and I are unable to care for the dog, my adult son and his family have agreed to adopt the dog from me.  He owns a house with an unfenced yard on 1 acre of land and currently has a Goldendoodle.  If he is unable to care for the dog at that time, my stepson and his wife have also agreed to adopt the dog.  They also own a home with an unfenced yard.  They had a dog for years who passed away (from old age) a couple years ago.",Yes
https://ps31.petstablished.com/adoption_applications/1117076,Rent,"Yes, my landlord allows pets",No.,I don't have a yard. ,Yes,Yes,"No, I am not allergic to pets.",No,"Yes, I am 21 and head of household.","I want to adopt a dog because  I believe both my dog and I will benefit from it. First, I am at a point in my life that I find ideal for adopting a puppy, specifically because I have ample spare time to train him/her and know that young dogs particularly require a lot of training and supervision. My schedule lends itself to a lot of spare time. I also want to adopt a dog because I have experienced, firsthand, how much joy they bring to everyday life. Because I went to boarding school and have lived on my own for several years now, I want to introduce a canine companion into my life. Specifically, I hope to adopt a puppy so that I can see my dog mature and really be there for him/her from the start. I do not know if I will ever have as much free time as I do now, so this is really the optimal time for me to devote extensive time and energy to my dog.",Active - Short walks and dog park play,I do not currently have pets,I have not adopted a dog before.,I don't have animals ,No.,"I live around the corner from a vet and in the neighborhood of several other clinics. Last week, I visited The Village Veterinarian (my local vet) to inquire about things pertaining to vet consultations, dentist appointments, and dog food info. The phone number is: (212) 979-9870.",0 - 4,"Indoors, free to walk between both the living area and kitchen. If a crate is necessary in the beginning (likely), then inside the crate during appropriate hours.","Yes, in the event of an unexpected emergency vet bill, I have a course of action I intend to follow. Here in New York, I am surrounded by family (grandparents, sister, cousins, etc.) who are certainly willing to chip in re unforeseeable medical needs. My uncle has two dogs and lives quite close to me. My family is comprised of dog lovers, and we want to ensure that my dog has the best care possible.","Right away, hand that dog over!","No, I have never had to give up a pet.","No, I have never been involved in anything of the sort.",I am adopting alone.,,Yes
https://ps31.petstablished.com/adoption_applications/1113959,Own,I own my home and do not need approval from a landlord,,"Yes, a fenced yard.",Yes,Yes,No,No,Yes,We have always been a dog household with two dogs. My younger dog flash recently passed away from aspiration phenomnia from a routine procedure. I am now left with one very lonley frenchie.,"Mellow - Short, daily walks",My animals are up to date on their vaccinations and receive monthly preventatives,Top notch bulldogs brookly ny,I don't believe in spaying/neutering,No,"Bellerose animal hospital 7183471057",0 - 4,"In the home, free to roam","Healthy paws, and care credit","I am uncertain, it would depend on me finding the right dog",No,No,Yes.,,Yes
https://ps31.petstablished.com/adoption_applications/1095271,Own,I own my home and do not need approval from a landlord,,"Yes, a fenced yard.",Yes,Yes,Yes,No,Yes.,My husband and I have always been dog people and have both grown up with dogs in our homes. Now that we are married and in our own home we are looking to get a dog of our own! We have tried to be patient but now that we have almost been married two years we are ready for a new addition!,Energetic - Running buddy,I do not currently have pets,We have no prior pets of our own.,I don't have animals ,No.,Since we don't have any pets of our own we do not yet have an established vet.,4 - 8,In our home in a crate until house trained.,"Our parents would help us out, but I do not foresee us requiring their help financially. ","I am uncertain, it would depend on me finding the right dog",No.,No.,Yes. ,No I am not a senior nor have serious health issues. ,Yes
https://ps31.petstablished.com/adoption_applications/1092960,Own,I own my home and do not need approval from a landlord,N/a,"Yes, a fenced yard.",Yes,Yes,No,No,Yes ,To give a puppy a new home and to give our children a dog they can grow up with ,Active - Short walks and dog park play,My animals are up to date on their vaccinations and receive monthly preventatives,Petco ,I don't have animals ,,N/a,0 - 4,The dog will be kept in the house ,Yes there is money set aside for this ,"Right away, hand that dog over!",No,No,Yes ,N/a,Yes
https://ps31.petstablished.com/adoption_applications/1110542,Own,I own my home and do not need approval from a landlord,no,"Yes, a fenced yard.",Yes,Yes,no,No,yes,"I am semi-retired, and live alone with my little rescue, Rio, a chihuahua mix.  We lead a pretty quiet lifestyle and walk and travel by car a lot.  We would enjoy another small addition to our family.  Logan looks perfect.","Mellow - Short, daily walks",My animals are up to date on their vaccinations and receive monthly preventatives,"Travis County SPCA, Austin, TX.",Yes all of my animals are spayed/neutered,no,"Limerick Veterinary, 315-639-4300, 315-785-1881   The pet, Rio, is listed under my name, Jo Anne Tuck.  They have been notified to release information.  Thank you.",0 - 4,In my home.,I am prepared to take care of my pets.  I have ample means to do so.,"Right away, hand that dog over!",no,"no.  I have lived alone (with Rio for 5 years), but living solo for for almost 20 years.  I live a very quiet, serene lifestyle.  ",no partner...just me.,I am very healthy and active.  I have a long term life policy that allows me to stay home and hire help in the event that it is ever needed.  I plan to live here in my retirement home on the St. Lawrence River for the rest of my life.,Yes
https://ps31.petstablished.com/adoption_applications/1112679,Rent,"Yes, my landlord allows pets",no,I don't have a yard. ,Yes,Yes,no,No,yes,"I have a special needs child, and we been wanting to adopt a dog for quite some time now.  adding a dog to our family will bring lots of joy, and happiness to our lives. ","Mellow - Short, daily walks",I do not currently have pets,i have had none,I don't have animals ,no,ASPCA,0 - 4,around the whole house.,yes.,"Right away, hand that dog over!",no,no,yes,we are not seniors ,Yes
https://ps31.petstablished.com/adoption_applications/1111039,Rent,"Yes, my landlord allows pets",45-50lbs,I don't have a yard. ,Yes,Yes,No,No,Yes,"Companionship, to give an abandoned animal love, affection, and a new home, more active, haven’t had a dog since I moved to NYC",Active - Short walks and dog park play,I do not currently have pets,None,I don't have animals ,No,"If adoption is successful, our new pet will see Dr. Peter Vyorst at the Bronx Veterinary Center. Phone number is 718 933 1002",4 - 8,In the house free to roam or bedroom ,I have back up savings from my part time job as a hairstylist to use for emergencies ,"Right away, hand that dog over!",Yes. I had to give up my two cats when I moved from Florida to New York. They went to a good friends place,No,Yes,"No serious illness but if something were to happen to either me or my fiancé, the dog would go to my mother in law as she has a house large and comfortable enough to take care of a dog",Yes
https://ps31.petstablished.com/adoption_applications/1109896,Rent,"Yes, my landlord allows pets",No they do not ,"Yes, a fenced yard.",Yes,Yes,No we have a dog now ,No,Yes ,"I know this might be a long stretch but, I am from Ga and I actually bought a cockapoo from that puppy mill in Berrien about two years. Finding out how those dogs were treated broke my heart while I am thankful my dog did not have to stay there long and live life like that other dogs did. I have been trying so hard to give back and adopt one of these dogs from the puppy mill. Every one I’ve put in an application at said they all have fosters. We have been looking for months for another dog and this just seems right I will put in an application but wanted to see if there was anyway I could get this precious pup. Since I contributed to such an awful puppy mill I need to do some good and maybe reunite my dog with someone he knew. ",Active - Short walks and dog park play,My animals are up to date on their vaccinations and receive monthly preventatives,Georgia puppies in Berrien Ga,Some of my animals are spayed/neutered,No I have not ,"Branches veterinarian tifton ga 229-382-6055Kymber fletcher - dog is Charlie ",4 - 8,In the house not crated ,No I do not ,"Right away, hand that dog over!",No,No,Yes we have a plan if that happens ,N/A,Yes
https://ps31.petstablished.com/adoption_applications/1109446,Rent,"Yes, my landlord allows pets","No, the landlord does not play any restrictions. ","Yes, a fenced yard.",Yes,Yes,No one in the household has pet allergies. ,No,"Yes, I am at least 21 years of age (25) and no I am not the head of the household.","My little brother is home alone during week days and rarely goes out with friends. It upsets me that he is by himself most of the days, so I want to get a companion for him that he will be with all day and love. Not only just that but it will make the whole family happier with a new additon to the family. ",Active - Short walks and dog park play,I do not currently have pets,I have never adopted a pet. ,I don't have animals ,No I have never bred an animal.,I do not have a recent or current veterinarian. ,4 - 8,The dog will be kept inside the house. ,Looking into dog insurance. ,"Right away, hand that dog over!",I have never adopted a pet before so no I have never had to give up a pet. ,I have never been involved in domestic disturbances. ,I am not adopting with a partner. ,I am not a senior and do not have serioushealth  conditions. ,Yes
https://ps31.petstablished.com/adoption_applications/1104017,Own,I own my home and do not need approval from a landlord,,"Yes, a fenced yard.",Yes,Yes,No,No,Yes,"We lost our St. Bernard about 2 years ago.  At the time of his passing we didn't think we would want to have another dog.  Time heels as they say, and now we feel ready to bring a family to our home. Additionally, our kids of course keep asking for a new dog and both our 15 and 7 year old have anxiety. Having a pet in the home has a soothing and calming effect.  Responsibility also, having a pet will help us teach them both caring and maintenance responsibilities.","Mellow - Short, daily walks",I do not currently have pets,"St. Bernard Breeder: Great Swissy Mountain Clarence, NYCat: Friends cat had babies we tried to take one but as stated above the kids were too young",I don't have animals ,No,"Hilton Animal Hospital: Lynbrook, NY 516-887-2914",0 - 4,In our home. Bed in living room but will most likely stay  with us at night.,Pet Insurance,"Right away, hand that dog over!","Yes: Cat, as described previously our children were too young. We returned her to her mothers owner who then found her a home w/ no kids.  I still see pictures of her that was 2.5 years ago. ",No,No plans to separate. We've been married 11 years and ahve 5 kids. ,N/A,Yes
https://ps31.petstablished.com/adoption_applications/1105018,Own,,,"Yes, an unfenced yard.",Yes,Yes,"Yes, cats, all of us",No,Yes,"My puppy Finn, needs a puppy playmate!",Active - Short walks and dog park play,My animals are up to date on their vaccinations but I do not administer monthly preventatives,All breeders except Diesel. Hate to admit it but Roxy was a backyard breeder in “allenwood” Pa. husband said it was a “sign” since thats his name. Bodie and Finn are from breeders in Oklahoma but I really don’t remember their names.,Yes all of my animals are spayed/neutered,"Nope, all my pets are spayed and neutered as soon as it’s healthy for them to do so.",South Mountain Animal Hospital. 570) 474-5355,0 - 4,They have their own room off the den that they go into.,Credit cards,"Right away, hand that dog over!","Yes, when I was pregnant with my son jake who is disabled. We had a Doberman for 3 years that I could not train, it was a daily battle of wills. When we found out Jake was going to be disabled we made the very hard decision to rehome Beau. He went to a lovely lady who had just lost her dobie. She taught him so many tricks. He lived to be 12 but sadly died from lupus.",No,Yes,,Yes
https://ps31.petstablished.com/adoption_applications/1105228,Rent,"Yes, my landlord allows pets",No there are no weight restrictions ,"Yes, a fenced yard.",Yes,Yes,No one in the household has pet allergies ,No,"Yes, I am 26.",I currently have a golden retriever and he is used to living in a house with other dogs but my previous roommate moved and took her dog and so he doesn’t have a friend to play with anymore. And I love bernidoodles!!! ,Energetic - Running buddy,My animals are up to date on their vaccinations and receive monthly preventatives,"I bought George, my golden retriever, from ace farms and kennels in Jackson Tennessee ",Yes all of my animals are spayed/neutered,No I have not ever bred an animal before. ,I go to banfield pet hospital in Nashville tennessee. My name on the records is josephine FItzhugh Brennan and the phone number is 9013358623. ,0 - 4,"When the weather permits, outside in the fenced in backyard. I have a kennel inside and the dog would be left with George! ","Yes I do, my dogs Heath and well-being is very important to me! I am currently on a plan at banfield pet hospital that I can bring George in to the vet anytime for a monthly fee. ","Right away, hand that dog over!",No I have not. ,No I have not. ,"Yes, we will keep the puppy no matter what! ",I’m not senior. ,Yes
https://ps31.petstablished.com/adoption_applications/1105119,Own,I own my home and do not need approval from a landlord,,"Yes, a fenced yard.",Yes,Yes,No,No,Yes,We recently lost our dear dog Ace and prior to that we’re looking to adopt another fur baby . Now seems like the time ,"Mellow - Short, daily walks",My animals are up to date on their vaccinations and receive monthly preventatives,Gifted from my parents ,Yes all of my animals are spayed/neutered,No,Petco -Garfield NJ,0 - 4,Our home. Indoor,Yes ,"I am uncertain, it would depend on me finding the right dog",No,No,Yes,No,Yes
https://ps31.petstablished.com/adoption_applications/1098534,Own,I own my home and do not need approval from a landlord,,"Yes, a fenced yard.",Yes,Yes,No,No,Yes,We have always had dogs. Our last dog died over 1 year ago and we are ready for another ,Active - Short walks and dog park play,I do not currently have pets,Breeder Cabryn,I don't have animals ,No,Belle harbor animal hospital,0 - 4,In our home,Yes,"Right away, hand that dog over!",No,No,Yes,Yes. My friend will take our dig,Yes
https://ps31.petstablished.com/adoption_applications/1108362,Rent,"Yes, my landlord allows pets",No,"Yes, a fenced yard.",Yes,Yes,No,No,Yes,Me and my family want a little furry friend to love and simply take care of and have fun I had a tragic lost of my dog who I still miss dearly ,"Mellow - Short, daily walks",I do not currently have pets,Aspca and dog center ,I don't have animals ,Yes ,Don’t have one ,4 - 8,Home ,Yes ,"Right away, hand that dog over!",Gave dog back to aspca dog was very jealous of new born baby , No,Yes ,N/A,Yes
https://ps31.petstablished.com/adoption_applications/1108499,Own,I own my home and do not need approval from a landlord,,I don't have a yard. ,Yes,Yes,no,No,I m 31 years old,"we love pets,",Active - Short walks and dog park play,I do not currently have pets,I got my birds from Petco Newark NJ,I don't have animals ,no,none,0 - 4,In my home,yes if necessary i will,"I am uncertain, it would depend on me finding the right dog",no,no,yes,,Not Sure
https://ps31.petstablished.com/adoption_applications/1100687,Own,I own my home and do not need approval from a landlord,No,"Yes, an unfenced yard.",Yes,Yes,"Yes, spouse",No,Yes,"Bill and I grew up with dogs and want to share that with our kids. Want them to have responsibility, compassion, fun  that comes with pets.",Active - Short walks and dog park play,I do not currently have pets,Petsmart,I don't have animals ,No,No vet ,0 - 4,Inside,"Yes, we have been saving money to budget for pets and can pay for unexpected energencies","Right away, hand that dog over!",We gave our guinea pig and lizard to friends in PA and visit.,No,Yes,Not a senior,Yes
https://ps31.petstablished.com/adoption_applications/1108591,Own,I own my home and do not need approval from a landlord,no,"Yes, an unfenced yard.",Yes,Yes,no,No,yes,"I have more space and would like to have a dog of my own, being that my husband works with dogs we want our own. ",Energetic - Running buddy,My animals are up to date on their vaccinations and receive monthly preventatives,"MSA security and pet shop for the guinea pigs",Yes all of my animals are spayed/neutered,no,under the security company,0 - 4,at home are taken to work with my husband kept under close supervision ,"yes, savigns","Right away, hand that dog over!",moving and found a new home,no,yes,na,Yes
https://ps31.petstablished.com/adoption_applications/1096813,Own,I own my home and do not need approval from a landlord,N/A,"Yes, a fenced yard.",Yes,Yes,No,No,Yes,"My family haven’t had a pet in the household in years, and my sister have a dog. I figured that we would love to experience having a furry friend to love and protect. ",Energetic - Running buddy,I do not currently have pets,Northshore Animal League of America,I don't have animals ,,N/A,0 - 4,In the house ,"I will have some money saved up, or ask family members for help. ","I am taking my time, a few weeks is fine ",No,No,No,N/A,Yes
https://ps31.petstablished.com/adoption_applications/1108618,Own,I own a co-op and have received board approval to have a pet ,No,I don't have a yard. ,Yes,Yes,N/A,No,Yes,I am an animal lover and am seeking companionship,"Mellow - Short, daily walks",I do not currently have pets,"Springer Haven. Wallkill, New York.",I don't have animals ,No,Will find the vet information and come back to you.,4 - 8,In my apartment. It's a large 3 bedroom apartment on the Upper East Side of Manhattan and there will be a dedicated sleeping area for the dog.,"Yes, I have very robust savings.","I am uncertain, it would depend on me finding the right dog","Yes. As described above, my family had a springer spaniel for about three years that unfortunately we had to give away. My husband was battling cancer and passed away relatively suddenly, and I decided at that point it was best to give my dog Harry away to a loving family who could give him the proper exercise and attention he needed at this difficult time for me. Harry was adopted by a nice family in Chappaqua, NY via the organization Springer Rescue. Prior to Harry, we had a springer spaniel for 14 years who was a key member of our family unit. Now 5 years have passed and I am very ready to welcome and care for a new campanion who is on the smaller side and well-suited to city life.",No,N/A,N/A,Yes
https://ps31.petstablished.com/adoption_applications/1108850,Rent,"Yes, my landlord allows pets",,I don't have a yard. ,Yes,Yes,No,No,Yes,I like. Dogs,"Mellow - Short, daily walks",My animals are up to date on their vaccinations and receive monthly preventatives,Gift,Yes all of my animals are spayed/neutered,No,Vet truck,0 - 4,Inside ,Yes,"I am uncertain, it would depend on me finding the right dog",No,No,Yes ,,Yes
https://ps31.petstablished.com/adoption_applications/1109027,Own,I own my home and do not need approval from a landlord,,"Yes, a fenced yard.",Yes,Yes,No,No,Yes,We had a dog about 6 years ago but he died from cancer and we are now ready to have another dog to love again,Active - Short walks and dog park play,I do not currently have pets,I purchased them from private owners,I don't have animals ,No,"Vanilla Pucci at Richmond  Valley Veterenary Practice, 4915 Arthur Kill Road, Staten Island .NY 10309 (718)984-3331",0 - 4,All around the house except the bedrooms and basement,I would pay for whatever is needed,"Right away, hand that dog over!",No,No,Yes,Yes,Yes
https://ps31.petstablished.com/adoption_applications/1106429,Rent,"Yes, my landlord allows pets",No ,I don't have a yard. ,Yes,Yes,Just cats ,Yes,Yes ,Because I love dogs and because I would love to bring home a lovely playful dog .,Active - Short walks and dog park play,I do not currently have pets,I don’t have ,I don't have animals ,No ,I never own a pet ,0 - 4,With my mom or sister ,Yes ,"Right away, hand that dog over!",No ,No ,I’m adopteing alone ,No I’m 28 years old . ,Yes
https://ps31.petstablished.com/adoption_applications/1094388,Rent,"Yes, my landlord allows pets",No,"Yes, an unfenced yard.",Yes,Yes,"No, just my nephew when he visits ",No,Yes,We want to add a companion for our kids and dog. We want a dog we can go hiking and for runs with ,Active - Short walks and dog park play,My animals are up to date on their vaccinations and receive monthly preventatives,"My current one was given to me by a breeder in FL when I worked at a vet there (underhill animal hospital in orlando, fl) because he had cherry eyes and it wouldn’t be cost effective for her to fix and sell. We had the vet fix it during his neuter 10 years ago. Maggie I had gotten at the vet (colonial park veterinary hospital in wichita falls, tx) I worked at in TX as a rehome, the owners were elderly and couldn’t care for her. The cat I had years ago I got from a friend that had kittens while I was in high school back in 1999-2000 and he passed in 2010",Yes all of my animals are spayed/neutered,No,"Under my name, Joselyn Henao and it’s banfield in newburgh 845-561-2499. My husband carlos May be listed as well. ",0 - 4,"Indoors, crate if we’re not home otherwise in our home. Our current dog isn’t crated any longer but he often goes in there to sleep on his own",We have money in savings but also have a pet plan through Banfield,I am thinking probably in the next few days,"Yes, many years ago a chihuahua I had before I had children and in a previous marriage. She went when I had my first baby because she was very bad with young kids. I gave her to my boss at the time at a vet specialist I worked at in GA 11 years ago, she had pet sat her before and she had other chihuahuas that got along well with her and no young children ",No,Yes,Not a senior,Yes
https://ps31.petstablished.com/adoption_applications/1085057,Rent,"Yes, my landlord allows pets",100lbs weight restriction,"Yes, a fenced yard.",Yes,Yes,no,No,Yes,I want to add a new member to my small family :) ,Active - Short walks and dog park play,My animals are up to date on their vaccinations and receive monthly preventatives,N/A,Yes all of my animals are spayed/neutered,NO!,N/A,0 - 4,snuggling with me in the apartment ,yes,"Right away, hand that dog over!",No,No,Yes,N/A but we will have god parents,Yes
https://ps31.petstablished.com/adoption_applications/1105463,Own,,,"Yes, a fenced yard.",Yes,Yes,No,No,Yes,We currently have a wonderful dog and would like a companion for her and a lapdog for us.,"Mellow - Short, daily walks",My animals are up to date on their vaccinations and receive monthly preventatives,"We adopted all of our animals from shelters. I had three cats, all deceased, from shelters as well.",Yes all of my animals are spayed/neutered,No,"Valley Vet, 2172 Millburn Ave, Maplewood, NJ 07040",0 - 4,Our current dog stays on the main floor with us.,W have pet insurance.,"I am uncertain, it would depend on me finding the right dog","We adopted a dog last year. She was a sweet dog, but we were led to believe that she was calmer than she actually was. She required three, 30 minute walks a day, which we could not provide. We contacted the shelter where we got her, and they recommended we return her. We were distraught over this and it took us a week to come to a decision, but we knew it was the best thing to do. We were only ok with the decision because we were told she was going to be returned to her previous foster, who loved her so much, so we knew she was in good hands. We miss her terribly, but she wasn't the right dog for us. As a result, we want a small, older lap dog who will not require many long walks.",No,Yes,N/A,Yes
https://ps31.petstablished.com/adoption_applications/1105059,Rent,"Yes, my landlord allows pets",No,"Yes, a fenced yard.",Yes,Yes,No,No,Yes,Because I love dogs and I want a companion,Energetic - Running buddy,I do not currently have pets,Friend,I don't have animals ,No,None at this time,0 - 4,In the house,Yes,"Right away, hand that dog over!",No,No,No,,Yes
https://ps31.petstablished.com/adoption_applications/1105064,Own,I own my home and do not need approval from a landlord,No,"Yes, a fenced yard.",Yes,Yes,No,No,Yes,We are ready for another fur baby to add to our home. ,Active - Short walks and dog park play,My animals are up to date on their vaccinations and receive monthly preventatives,"Breeder for my dog- Stray kitten",Yes all of my animals are spayed/neutered,No.,8144375768,4 - 8,"In home, crate",Yes,"Right away, hand that dog over!","Yes. While pregnant with my second Baby, my fiancé left the home and I couldn’t take. Are of him as well as I wanted so my family found home another family to go to. We still keep contact and he is happy and healthy..",No,N/A,N/A,Yes
https://ps31.petstablished.com/adoption_applications/1105541,Own,I own my home and do not need approval from a landlord,no,"Yes, a fenced yard.",Yes,Yes,no,No,yes,Recently our dog that we rescued 7 years ago passed away from diabetes. We miss him very much but would like to rescue Blake,Active - Short walks and dog park play,My animals are up to date on their vaccinations and receive monthly preventatives,"Ranger was bought from a private breeder and is registered with the AKCPippin was rescued from a foster mom who worked for the Mercer County Rescue Shelter",Some of my animals are spayed/neutered,no,"Dr. Snelling Banfield Vets Hamilton, NJ  #609-581-4552",0 - 4,in my house,All of our Dogs have medical insurance ,"Right away, hand that dog over!",no,no,yes,dog will be give to our daughter who owns her own home.,Yes
https://ps31.petstablished.com/adoption_applications/1106569,Own,I own my home and do not need approval from a landlord,No,"Yes, a fenced yard.",Yes,Yes,Yes I do and my 10 year old son. This is why I'm looking into the breeds that we have touched and we are ok with. ,No,Yes,Our dog is 17 years old bichon and kids want a puppy or younger dod to play,Active - Short walks and dog park play,My animals are up to date on their vaccinations but I do not administer monthly preventatives,"Adopt from a friend Petco",Some of my animals are spayed/neutered,No,"PetcoVisist truck vaccines ",0 - 4,1 st floor,Yes,"Right away, hand that dog over!",No,No,Yes,I'm not,Yes
https://ps31.petstablished.com/adoption_applications/1104653,Rent,"Yes, my landlord allows pets",nono,I don't have a yard. ,Yes,Yes,no,Yes,yes,"I recently lost my BFF Osito,  a 2 1/2 yo  yorkie poo to cancer....I am looking for a best friend to give him love, nuturing and companionship.",Active - Short walks and dog park play,My animals are up to date on their vaccinations but I do not administer monthly preventatives,"Saturday, adopted at Petco on Sept 2013",Some of my animals are spayed/neutered,no,"Banfield Hospital -  (718) 522-0415Saturday CabreraOsito Cabrera",0 - 4,in my bedroom. he either sleeps on my bed or his bed next to mine,Yes,"Right away, hand that dog over!",no,no,n/a,I'm 60 and  in good health. however should anything happen my niece will care for the pets,Yes
https://ps31.petstablished.com/adoption_applications/1104612,Rent,"Yes, my landlord allows pets",i live in an apartment they allow dogs under 25 pounds and i aslo will be able to register my dog on my lease.,I don't have a yard. ,Yes,Yes,no,Yes,yes i'm 47 years old,"we love dogs , growing up we always had a pet dog that i helped take care of.",Active - Short walks and dog park play,I do not currently have pets,i do not have any pets,I don't have animals ,,i do not have any pets.,0 - 4,"my little guy would have a doggie kennel when i'm away from home, but my husband is not working right now so he's home all day.",i do have a job so any unexpected visits to the vet will be able to be paid.,"Right away, hand that dog over!",no,no,i would have sole custody of my little guy.,,Yes
